bin.function,cov-day3-b1,cov-day3-b2,cov-day3-b5,cov-day6-b7,cov-day6-b8,cov-day6-b9,cov-day9-b11,cov-day9-b12,cov-day9-b14,cov-day12-b16,cov-day12-b17,cov-day12-b19,cov-day19-b28,cov-day19-b32,cov-day19-b33,unnorm-day3-b1,unnorm-day3-b2,unnorm-day3-b5,unnorm-day6-b7,unnorm-day6-b8,unnorm-day6-b9,unnorm-day9-b11,unnorm-day9-b12,unnorm-day9-b14,unnorm-day12-b16,unnorm-day12-b17,unnorm-day12-b19,unnorm-day19-b28,unnorm-day19-b32,unnorm-day19-b33,unnorm-LG1,unnorm-LG2,unnorm-LG3,functional-category,protein.annotation,Accession,Taxa
490-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9184,0.9444,1.409843206,1.6267,0.9079,1.252526045,0.9868,0.7846,0.763937771,1.4791,0.8123,0.831471741,1.1934,0.939,1.565975904,1.7285,1.1302,1.644693851,-,kegg:6_7-dimethyl-8-ribityllumazine_synthase_uniprot:A0A2G4EYX9_9CYAN_6_7-dimethyl-8-ribityllumazine_synthase_(TrEMBL)_pfam:AIRS,Prok_bin48_NODE_46_length_155648_cov_257.033_30,Prok_bin48
491-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6709,0.8447,0.843694031,1.3793,0.7848,0.992120147,0.9278,0.8438,1.044833422,0.9015,1.0171,0.768881977,1.3214,0.8619,1.451840281,1.6912,1.4514,2.120309353,-,kegg:hypothetical_protein_uniprot:F5UMZ8_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:Apolipoprotein,Prok_bin48_NODE_46_length_155648_cov_257.033_37,Prok_bin48
492-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6966,0.75,0.811578393,1.2485,1.0502,1.030471087,0.8994,0.4008,0.998075366,1.1024,1.6864,0.770169854,0.9622,2.2318,1.328538775,0.8989,1.2648,1.463416457,-,kegg:outer_membrane_transport_energization_protein_ExbB_uniprot:K9VH93_9CYAN_Outer_membrane_transport_energization_protein_ExbB_(TrEMBL)_pfam:MotA_ExbB,Prok_bin48_NODE_46_length_155648_cov_257.033_48,Prok_bin48
493-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7073,0.9784,0.975810409,1.305,0.9738,1.183374763,0.9473,0.6451,0.75422895,1.2039,1.0352,0.700667799,0.9221,0.9179,1.105660796,1.4413,0.7605,1.531965137,-,kegg:Chaperone_protein_dnaJ_uniprot:F5UMY7_9CYAN_Chaperone_protein_DnaJ_(TrEMBL)_pfam:Anti-TRAP,Prok_bin48_NODE_46_length_155648_cov_257.033_51,Prok_bin48
494-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.0028,1.0745,1.491715312,1.2797,0.7494,1.136236429,0.7718,0.4142,0.728039682,1.4822,0.7387,0.585641026,1.0903,0.7682,0.836103737,2.3335,0.887,1.095013142,-,kegg:Chaperone_protein_dnaK_uniprot:F5UMY6_9CYAN_Chaperone_protein_DnaK_(TrEMBL)_pfam:BcrAD_BadFG,Prok_bin48_NODE_46_length_155648_cov_257.033_52,Prok_bin48
495-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.1628,1.1277,1.039001226,1.6253,0.9341,1.223899364,1.0643,0.8229,0.918410361,1.1881,1.1599,0.79492408,1.115,0.959,1.27177,1.3766,0.9782,1.605181098,-,kegg:type_II_secretion_system_protein_E_uniprot:K9VFL1_9CYAN_Type_II_secretion_system_protein_E_(TrEMBL)_pfam:AAA_16,Prok_bin48_NODE_46_length_155648_cov_257.033_55,Prok_bin48
496-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7948,1.0968,0.882182479,1.2289,1.0837,1.094804168,1.0187,0.874,0.790140986,1.4852,1.0552,0.885984778,1.0487,0.889,1.114605546,1.2672,1.358,1.316500545,-,kegg:twitching_motility_protein_uniprot:K9VHB8_9CYAN_Twitching_motility_protein_(TrEMBL)_pfam:AAA,Prok_bin48_NODE_46_length_155648_cov_257.033_56,Prok_bin48
497-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.684,1.0708,0.953861654,1.7814,0.9395,1.177173972,0.9012,0.7088,0.68707943,1.3846,0.8131,0.661064804,1.2419,1.0758,1.249085546,1.771,1.5129,1.977589965,-,kegg:Glucose-1-phosphate_adenylyltransferase_uniprot:F5UMW2_9CYAN_Glucose-1-phosphate_adenylyltransferase_(TrEMBL)_pfam:Hexapep,Prok_bin48_NODE_46_length_155648_cov_257.033_79,Prok_bin48
498-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.2518,0.8826,0,1.5158,0.9924,0,0.8759,0.6634,0,1.7437,1.3769,0,1.0404,0.7443,0,2.1365,1.0025,0,-,kegg:ROK_family_protein_uniprot:F5UMV5_9CYAN_ROK_family_protein_(TrEMBL)_pfam:Glucokinase,Prok_bin48_NODE_46_length_155648_cov_257.033_90,Prok_bin48
499-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7791,1.312,0.770608842,1.4715,0.9586,0.766349256,0.9298,0.866,0.718091249,1.3291,0.7616,0.640750766,1.0577,0.9642,0.988063276,0.9548,0.9103,0.882668912,-,kegg:MORN_repeat-containing_protein_uniprot:A0A1C0V384_9CYAN_MORN_motif-containing_protein_(TrEMBL)_pfam:MORN,Prok_bin48_NODE_468_length_45110_cov_250.6_11,Prok_bin48
500-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.853,1.2406,1.033556223,1.9685,1.0255,1.024140716,0.9979,0.7207,0.735734761,1.6986,0.8787,0.56972754,1.484,1.1314,1.073856115,2.3351,2.2486,2.173016071,-,kegg:peptidyl-prolyl_cis-trans_isomerase_cyclophilin_type_uniprot:K9VCK9_9CYAN_Peptidyl-prolyl_cis-trans_isomerase_cyclophilin_type_(TrEMBL)_pfam:PKcGMP_CC,Prok_bin48_NODE_468_length_45110_cov_250.6_28,Prok_bin48
501-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.825,1.0394,1.009074807,1.8246,0.7936,1.225240231,0.7531,0.5397,0.777147412,1.3855,1.1546,0.594705105,1.1866,0.7767,1.219015837,1.9766,1.5071,2.05865407,-,kegg:Elongation_factor_P_uniprot:F5UBW6_9CYAN_Elongation_factor_P_(TrEMBL)_pfam:EFP,Prok_bin48_NODE_468_length_45110_cov_250.6_29,Prok_bin48
502-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.0347,1.4474,1.019226193,1.6864,1.1981,0.998279274,0.9313,0.6199,0.738269508,1.6354,0.9991,0.545771539,1.1619,0.8812,1.010295987,1.9873,0.9224,1.737778664,-,kegg:hypothetical_protein_uniprot:F5UBU8_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:Acetyltransf_1,Prok_bin48_NODE_468_length_45110_cov_250.6_3,Prok_bin48
503-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5682,0.4637,0.505526662,1.5584,0.6889,0.818931103,1.1117,0.6981,0.749313235,0.9083,0.9769,0.738548875,1.0757,0.7325,1.054349184,1.0252,0.8183,0.893097818,photosystem,kegg:Photosystem_Q(B)_protein_uniprot:K9VDV2_9CYAN_Photosystem_II_protein_D1_(TrEMBL)_pfam:DUF4064,Prok_bin48_NODE_468_length_45110_cov_250.6_35,Prok_bin48
504-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8672,1.6172,1.340626955,1.582,1.0134,1.494854212,1.028,0.7893,0.865134478,1.4797,1.0543,0.788280129,1.1967,0.8859,0.848761737,1.3753,1.2019,1.151576877,-,kegg:1-deoxy-D-xylulose-5-phosphate_synthase_uniprot:A0A2G4F235_9CYAN_1-deoxy-D-xylulose-5-phosphate_synthase_(TrEMBL)_pfam:DXP_synthase_N,Prok_bin48_NODE_469_length_45042_cov_264.775_18,Prok_bin48
505-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8597,1.2613,1.035214663,1.9856,0.9731,1.260089636,0.9387,0.7671,0.654404223,1.5338,0.8967,0.60512948,1.2681,0.9197,1.360183477,2.0646,1.4937,1.975447536,-,kegg:Trigger_factor_uniprot:K9VPI1_9CYAN_Trigger_factor_(TrEMBL)_pfam:FKBP_C,Prok_bin48_NODE_469_length_45042_cov_264.775_35,Prok_bin48
506-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.1034,1.49,1.463383913,2.1561,1.3731,1.453096509,1.5361,1.0132,0.891273975,2.1723,1.3075,0.776040077,1.385,1.3902,1.209911823,2.6892,2.3585,2.716626644,-,kegg:aspartate-semialdehyde_dehydrogenase_uniprot:K9VRZ9_9CYAN_Aspartate-semialdehyde_dehydrogenase_(TrEMBL)_pfam:Phage_holin_3_3,Prok_bin48_NODE_469_length_45042_cov_264.775_38,Prok_bin48
507-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9125,1.8856,1.136766434,1.2972,1.4453,1.24416554,0.8745,1.4092,0.874244094,1.6804,1.4939,0.929236293,1.0903,1.3213,1.318000913,1.9404,1.8261,2.037023783,-,kegg:dihydrodipicolinate_synthase_uniprot:K9VR12_9CYAN_4-hydroxy-tetrahydrodipicolinate_synthase_(TrEMBL)_pfam:DHDPS,Prok_bin48_NODE_469_length_45042_cov_264.775_39,Prok_bin48
508-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.3338,1.398,0.678342104,1.7321,1.1892,0.897243619,1.3299,0.6713,0.625713825,1.8608,1.2141,1.381761074,1.0691,0.9517,1.115282059,1.4114,1.139,2.415657759,-,kegg:Ribocuclease_J_uniprot:A0A2G4EVL6_9CYAN_Ribonuclease_J_(TrEMBL)_pfam:Lactamase_B,Prok_bin48_NODE_469_length_45042_cov_264.775_40,Prok_bin48
509-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.597,0.5428,0.765315592,2.0197,0.5776,1.216152072,0.858,0.6898,0.660163045,1.1562,0.7259,0.623400271,1.3436,0.989,1.367567658,1.8351,1.0587,1.36038208,ribosomal-protein,kegg:LSU_ribosomal_protein_L12P_uniprot:F5UNX6_9CYAN_50S_ribosomal_protein_L7/L12_(TrEMBL)_pfam:Ribosomal_L12,Prok_bin48_NODE_470_length_45003_cov_262.365_10,Prok_bin48
510-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.774,0.7155,0.786378741,1.9017,0.7741,1.097602725,1.0755,0.7354,0.647531331,1.7453,0.3173,0.722940147,1.3644,0.9327,1.263819575,2.5449,1.4502,1.777615428,-,kegg:Inositol-phosphate_phosphatase_uniprot:K9VDT1_9CYAN_Inositol-1-monophosphatase_(TrEMBL)_pfam:FBPase,Prok_bin48_NODE_470_length_45003_cov_262.365_25,Prok_bin48
511-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7469,1.053,0.973759711,2.0074,0.9974,1.129162788,0.9377,0.8091,0.954503953,1.0005,1.0089,0.588552833,1.1718,0.8914,1.275389433,1.1991,0.6835,1.273399353,ribosomal-protein,kegg:LSU_ribosomal_protein_L19P_uniprot:A0A2G4F568_9CYAN_50S_ribosomal_protein_L19_(TrEMBL)_pfam:Ribosomal_L19,Prok_bin48_NODE_470_length_45003_cov_262.365_3,Prok_bin48
512-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7917,0.9762,1.190627575,1.8229,1.2913,1.264237881,0.7984,1.2341,0.952294528,1.3383,1.8209,1.203261614,1.0707,0.9989,1.595633268,1.7036,2.0212,2.672973633,-,kegg:arsenite_efflux_ATP-binding_protein_ArsA_uniprot:F5UPA7_9CYAN_Anion-transporting_ATPase_(TrEMBL)_pfam:AAA_31,Prok_bin48_NODE_470_length_45003_cov_262.365_31,Prok_bin48
513-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6263,0.6515,0.72419554,1.6525,0.7894,0.969404578,0.9591,0.6415,0.696300149,1.2527,1.026,0.636398852,1.1229,0.986,1.350047231,1.326,1.105,1.509396672,-,kegg:hypothetical_protein_uniprot:K9VDV7_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF2862,Prok_bin48_NODE_470_length_45003_cov_262.365_32,Prok_bin48
514-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7633,1.3724,0.936916232,1.5639,0.9734,1.009101987,1.0826,0.876,0.818350911,1.3002,1.1286,0.961778462,1.1342,0.9725,1.167292595,1.4269,1.0188,1.418580055,-,kegg:protein_of_unknown_function_DUF218_uniprot:K9VDW2_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF2070,Prok_bin48_NODE_470_length_45003_cov_262.365_37,Prok_bin48
515-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7196,1.3455,0.933340132,1.7151,1.1838,1.212456703,0.8511,0.806,0.52346617,1.43,0.9195,0.769259155,1.2364,1.1852,1.319342971,1.8526,1.2815,1.512296438,ribosomal-protein,kegg:LSU_ribosomal_protein_L11P_uniprot:K9VCI1_9CYAN_50S_ribosomal_protein_L11_(TrEMBL)_pfam:Ribosomal_L11,Prok_bin48_NODE_470_length_45003_cov_262.365_7,Prok_bin48
516-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7048,0.632,0.905472934,1.7867,0.6626,1.044241428,0.923,0.7327,0.639208138,1.332,0.6378,0.681261122,1.3273,0.8654,1.36267519,1.7953,0.99,1.291829824,ribosomal-protein,kegg:LSU_ribosomal_protein_L1P_uniprot:F5UNX8_9CYAN_50S_ribosomal_protein_L1_(TrEMBL)_pfam:Ribosomal_L1,Prok_bin48_NODE_470_length_45003_cov_262.365_8,Prok_bin48
517-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6668,0.8303,0.858259022,1.7492,0.8056,1.16028583,0.7027,0.7212,0.75103879,1.0272,0.8169,0.734264374,1.3841,0.9809,1.424182534,0.9568,0.9871,1.414941788,ribosomal-protein,kegg:LSU_ribosomal_protein_L10P_uniprot:K9VBW4_9CYAN_50S_ribosomal_protein_L10_(TrEMBL)_pfam:Ribosomal_L10,Prok_bin48_NODE_470_length_45003_cov_262.365_9,Prok_bin48
518-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7349,1.2051,0.684920788,1.3816,1.1297,0.871539474,1.2586,1.0589,0.591595054,0.6404,0.9385,0.671858668,0.8818,1.7778,1.160943627,0.7528,0.4798,0.569151878,-,kegg:hypothetical_protein_uniprot:K9VDK2_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:Hamartin,Prok_bin48_NODE_4769_length_8413_cov_266.977_4,Prok_bin48
519-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6575,0.8069,0.777849853,1.3387,0.7388,0.770022988,0.9705,0.9291,0.679763973,0.9545,1.0406,1.131013393,1.1502,0.8329,1.137865543,0.904,0.6149,0.748683691,photosystem,kegg:Photosystem_I_iron-sulfur_center_uniprot:A0A2L2NEX1_9NOSO_Photosystem_I_subunit_VII_(TrEMBL)_pfam:ETF_QO,Prok_bin48_NODE_48_length_152095_cov_260.047_136,Prok_bin48
520-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.777,1.0688,1.05086422,1.3379,0.9009,1.049500465,1.0549,0.7921,0.680312872,1.2917,1.0019,0.92935288,1.194,0.8248,1.058977723,1.2307,1.0293,1.403274417,-,kegg:GDP-mannose_4_6-dehydratase_uniprot:K9VFC4_9CYAN_GDP-mannose_4_6-dehydratase_(TrEMBL)_pfam:Epimerase,Prok_bin48_NODE_48_length_152095_cov_260.047_15,Prok_bin48
521-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8478,1.3601,1.335002661,1.3619,1.3069,1.267178059,0.9162,0.7463,0.875388324,1.2942,1.2738,0.858894944,1.036,0.941,1.206677079,1.0481,0.891,1.356601954,-,kegg:GDP-L-fucose_synthase_uniprot:F5UDP9_9CYAN_GDP-L-fucose_synthase_(TrEMBL)_pfam:3Beta_HSD,Prok_bin48_NODE_48_length_152095_cov_260.047_16,Prok_bin48
522-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7825,1.2474,0.956613421,1.7636,0.962,1.271719813,0.9535,0.6985,0.786306083,1.2981,0.9192,0.544528902,1.3379,0.7761,1.31627357,1.5033,1.0001,1.598035097,-,kegg:Glycine_hydroxymethyltransferase_uniprot:F5UDP2_9CYAN_Serine_hydroxymethyltransferase_(TrEMBL)_pfam:Beta_elim_lyase,Prok_bin48_NODE_48_length_152095_cov_260.047_26,Prok_bin48
523-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8794,0.9196,0.961996138,1.7167,0.9007,1.088975906,1.0182,0.8103,0.560681641,1.3856,0.9939,0.672223687,1.2093,1.0861,1.101014137,1.7562,1.033,1.321891785,ribosomal-protein,kegg:30S_ribosomal_protein_S6_uniprot:A0A2G4EW73_9CYAN_30S_ribosomal_protein_S6_(TrEMBL)_pfam:Ribosomal_S6,Prok_bin48_NODE_48_length_152095_cov_260.047_37,Prok_bin48
524-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.793,1.0828,0.976556659,1.8371,1.1832,1.033956766,0.9333,0.9365,0.823207557,1.4178,1.5175,0.599791229,1.1886,0.8418,0.994204819,2.096,2.2769,1.627488375,-,kegg:NAD(P)(+)_transhydrogenase_(AB-specific)_uniprot:A0A2G4F2Q0_9CYAN_NAD(P)(+)_transhydrogenase_(Re/Si-specific)_subunit_alpha_(TrEMBL)_pfam:2-Hacid_dh_C,Prok_bin48_NODE_48_length_152095_cov_260.047_93,Prok_bin48
525-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7598,1.7723,1.038725138,1.3842,1.3952,1.12448132,0.8567,0.9383,0.695987225,1.422,0.7532,0.763665318,1.0671,0.9115,0.907945812,1.2635,1.1385,1.550387144,-,kegg:ornithine_carbamoyltransferase_uniprot:K9VNM5_9CYAN_Ornithine_carbamoyltransferase_(TrEMBL)_pfam:OTCace,Prok_bin48_NODE_4838_length_8308_cov_258.213_3,Prok_bin48
526-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7708,1.4458,0.817245126,1.5067,0.9864,0.864516616,0.8814,0.6442,0.585625768,1.2817,1.0742,0.636061907,1.0961,0.9499,0.923303723,2.091,1.6224,1.458224535,-,kegg:glucose-6-phosphate_isomerase_uniprot:K9VMJ5_9CYAN_Glucose-6-phosphate_isomerase_(TrEMBL)_pfam:DUF190,Prok_bin48_NODE_4838_length_8308_cov_258.213_5,Prok_bin48
527-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6297,0.7827,0.999636889,1.6832,0.7717,1.159205079,1.0552,0.7164,0.836746335,1.0878,0.8115,0.666382432,1.2455,0.8651,1.188672662,0.9781,0.7456,1.192876458,-,kegg:protein_of_unknown_function_CP12_uniprot:F5UBC7_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:CBS,Prok_bin48_NODE_500_length_43430_cov_262.79_13,Prok_bin48
528-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8941,0.5705,0.933557987,2.3663,0.6393,1.258542895,0.7037,0.4862,0.480342209,1.3169,0.5258,0.308459044,1.5675,0.6368,1.700888753,2.237,0.7175,1.133469343,-,kegg:fructose-1_6-bisphosphatase_class_II_uniprot:K9VMW1_9CYAN_D-fructose_1_6-bisphosphatase_class_2/sedoheptulose_1_7-bisphosphatase_(TrEMBL)_pfam:FBPase_glpX,Prok_bin48_NODE_500_length_43430_cov_262.79_14,Prok_bin48
529-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.4937,0.3996,0,1.8982,0.6093,0,0.8184,1.0112,0,0.8042,1.3344,0,1.3903,1.2766,0,1.6118,1.4384,0,-,kegg:ferrochelatase_uniprot:F5UCB9_9CYAN_Ferrochelatase_(TrEMBL)_pfam:CbiX,Prok_bin48_NODE_52_length_141869_cov_255.355_118,Prok_bin48
530-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.788,1.2207,1.215301394,1.3428,1.2816,1.016034842,1.0091,0.6785,0.89654541,1.4578,1.1214,1.036024332,1.2312,0.946,1.108463287,1.3469,1.2277,1.598202825,-,kegg:protein-export_membrane_protein_SecD_uniprot:A0A2G4F615_9CYAN_Protein_translocase_subunit_SecD_(TrEMBL)_pfam:ACR_tran,Prok_bin48_NODE_52_length_141869_cov_255.355_21,Prok_bin48
531-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7521,0.9876,0.974198282,1.6887,0.9651,1.098795295,0.8272,0.7274,0.710789382,1.3258,0.9729,0.645998478,1.1603,1.0501,1.265781879,1.6786,1.3513,1.514847159,-,kegg:Pyruvate_dehydrogenase_(acetyl-transferring)_uniprot:K9VFJ4_9CYAN_Pyruvate_dehydrogenase_(Acetyl-transferring)_(TrEMBL)_pfam:Flu_NP,Prok_bin48_NODE_52_length_141869_cov_255.355_22,Prok_bin48
532-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5819,0.5043,0.502287388,0.9086,0.8793,0.738554716,0.8193,0.8435,0.936020553,1.1052,1.2798,0.809585989,0.939,1.3112,1.50623858,0.5766,1.1486,0.871304154,-,kegg:Hemolysin-type_calcium-binding_region_uniprot:F5UCH1_9CYAN_Hemolysin-type_calcium-binding_region_(TrEMBL)_pfam:HemolysinCabind,Prok_bin48_NODE_52_length_141869_cov_255.355_58,Prok_bin48
533-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7461,1.368,0.999692261,1.405,1.0739,1.125537157,1.0002,0.6448,0.765604019,1.1893,0.8857,0.827699423,1.1827,0.7797,1.146232605,1.6598,0.8805,1.324100494,-,kegg:DNA_gyrase_subunit_A_uniprot:F5UCE8_9CYAN_DNA_gyrase_subunit_A_(TrEMBL)_pfam:DASH_Spc34,Prok_bin48_NODE_52_length_141869_cov_255.355_86,Prok_bin48
